trip_start,trip_end,distance,duration,n_ha,n_ha_l,n_ha_m,n_ha_h,n_hb,n_hb_l,n_hb_m,n_hb_h,n_hc,n_hc_l,n_hc_m,n_hc_h,n_ignition_on,n_ignition_off,fcw_time,hmw_time,ldw_time,pcw_time,n_pedestrian_dz,light_mode,n_tsr_level,n_tsr_level_0,n_tsr_level_1,n_tsr_level_2,n_tsr_level_3,n_tsr_level_4,n_tsr_level_5,n_tsr_level_6,n_tsr_level_7,zero_speed_time,n_zero_speed,n_high_beam,n_low_beam,n_wipers,n_signal_right,n_signal_left,n_brakes,speed,over_speed_limit,n_fcw,n_hmw,n_ldw,n_ldw_left,n_ldw_right,n_pcw,n_fatigue_0,n_fatigue_1,n_fatigue_2,n_fatigue_3,n_headway__1,n_headway_0,n_headway_1,n_headway_2,n_headway_3,n_overtaking_0,n_overtaking_1,n_overtaking_2,n_overtaking_3,n_speeding_0,n_speeding_1,n_speeding_2,n_speeding_3
2021-04-22T07:54:22+00:00,2021-04-22T08:31:55+00:00,23.5221,2253,22.0,0.0,22.0,0.0,23.0,1.0,22.0,0.0,21.0,0.0,21.0,0.0,,,0.0,0.0,0.612295,0.0,0.0,day,45.0,15.0,21.0,14.0,2.0,1.0,1.0,1.0,5.0,1879.694419,12.0,0.0,0.0,0.0,10.0,7.0,54.0,42.12044983722995,,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,26.0,20.0,7.0,0.0,5.0,4.0,0.0,0.0,7.0,12.0,14.0,8.0
2021-04-22T08:14:57+00:00,2021-04-22T08:15:05+00:00,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T08:15:38+00:00,2021-04-22T08:15:45+00:00,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T08:30:01+00:00,2021-04-22T08:30:09+00:00,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T08:33:06+00:00,2021-04-22T09:06:03+00:00,34.7268,1977,8.0,0.0,8.0,0.0,48.0,1.0,47.0,0.0,26.0,2.0,24.0,0.0,,,0.0,19.25665,0.7508,0.0,1.0,day,135.0,27.0,40.0,39.0,30.0,16.0,6.0,3.0,1.0,1973.783415,13.0,0.0,0.0,0.0,12.0,9.0,37.0,58.17363154796939,,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,13.0,23.0,13.0,4.0,2.0,1.0,0.0,0.0,5.0,24.0,32.0,18.0
2021-04-22T08:46:24+00:00,2021-04-22T08:51:46+00:00,1.92601,322,6.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,17.0,4.0,13.0,0.0,,,0.0,0.0,0.0,0.0,1.0,day,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.755085,1.0,0.0,0.0,0.0,3.0,2.0,0.0,33.87563025210084,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T08:59:10+00:00,2021-04-22T09:12:07+00:00,6.88618,777,14.0,2.0,12.0,0.0,21.0,2.0,19.0,0.0,26.0,7.0,19.0,0.0,,,0.717679,1.681496,0.10875,0.0,1.0,day,22.0,7.0,11.0,7.0,3.0,1.0,0.0,0.0,0.0,658.577088,5.0,0.0,0.0,0.0,10.0,5.0,0.0,36.83888149134487,,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,22.0,14.0,9.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,6.0,2.0
2021-04-22T09:08:53+00:00,2021-04-22T09:21:07+00:00,5.35307,734,,,,,,,,,,,,,,,0.0,0.0,0.099414,0.0,2.0,day,31.0,8.0,9.0,7.0,9.0,6.0,0.0,0.0,0.0,647.276163,10.0,0.0,0.0,0.0,118.0,59.0,34.0,27.115479115479115,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,18.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,8.0,4.0
2021-04-22T10:05:07+00:00,2021-04-22T10:05:07+00:00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22T10:11:29+00:00,2021-04-22T10:21:21+00:00,4.86742,592,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,day,56.0,7.0,13.0,15.0,13.0,8.0,5.0,2.0,0.0,551.08002,4.0,0.0,0.0,0.0,31.0,45.0,29.0,30.570970328789095,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,14.0,8.0
2021-04-22T10:19:28+00:00,2021-04-22T10:41:56+00:00,22.0781,1348,6.0,0.0,6.0,0.0,38.0,5.0,33.0,0.0,11.0,1.0,10.0,0.0,,,0.094934,4.821269,0.220542,0.0,0.0,day,116.0,31.0,41.0,37.0,22.0,10.0,4.0,2.0,0.0,1346.065422,7.0,0.0,0.0,0.0,9.0,9.0,26.0,54.83535868286946,,1.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,30.0,38.0,26.0,5.0,2.0,1.0,0.0,0.0,8.0,30.0,29.0,10.0
2021-04-22T10:19:43+00:00,2021-04-22T12:41:41+00:00,71.8433,8518,78.0,1.0,77.0,0.0,107.0,9.0,98.0,0.0,92.0,0.0,92.0,0.0,,,0.0,0.0,0.195983,0.0,47.0,day,66.0,27.0,21.0,8.0,4.0,4.0,9.0,10.0,10.0,8313.505145,53.0,0.0,0.0,0.0,31.0,35.0,300.0,31.317921003469444,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,51.0,10.0,3.0,0.0,7.0,6.0,0.0,0.0,16.0,19.0,8.0,4.0
2021-04-22T10:24:51+00:00,2021-04-22T10:40:10+00:00,8.83382,919,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,day,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.23326,12.0,0.0,0.0,0.0,72.0,147.0,55.0,30.998030720756205,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T10:41:01+00:00,2021-04-22T11:27:15+00:00,48.482,2774,37.0,8.0,29.0,0.0,56.0,1.0,55.0,0.0,55.0,11.0,44.0,0.0,,,0.794598,6.381596,2.644933,0.0,0.0,day,155.0,27.0,42.0,42.0,30.0,15.0,11.0,8.0,7.0,2708.424823,17.0,0.0,0.0,0.0,27.0,25.0,0.0,58.82306830907055,,4.0,9.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,54.0,43.0,53.0,28.0,6.0,10.0,9.0,0.0,0.0,15.0,34.0,32.0,19.0
2021-04-22T10:43:45+00:00,2021-04-22T10:54:36+00:00,6.7017,651,11.0,0.0,11.0,0.0,13.0,1.0,12.0,0.0,10.0,1.0,9.0,0.0,,,0.0,0.0,0.915833,0.0,0.0,day,26.0,5.0,7.0,7.0,6.0,3.0,2.0,1.0,0.0,568.469895,7.0,0.0,0.0,0.0,32.0,124.0,28.0,34.20601700457816,,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,6.0,3.0
2021-04-22T10:56:53+00:00,2021-04-22T11:12:17+00:00,12.4638,924,22.0,5.0,17.0,0.0,33.0,5.0,28.0,0.0,32.0,5.0,27.0,0.0,,,0.0,1.233316,1.463583,0.0,1.0,day,108.0,13.0,23.0,25.0,18.0,14.0,12.0,10.0,6.0,876.630441,6.0,1.0,0.0,0.0,91.0,28.0,40.0,48.07760067114094,,0.0,2.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,20.0,15.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,7.0,18.0,23.0,13.0
2021-04-22T11:17:44+00:00,2021-04-22T11:24:02+00:00,3.72795,378,6.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,,,0.0,0.0,0.109786,0.0,1.0,day,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.332154,3.0,0.0,0.0,0.0,17.0,33.0,14.0,34.06804733727811,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T11:27:33+00:00,2021-04-22T11:38:14+00:00,7.90897,641,14.0,1.0,13.0,0.0,17.0,1.0,16.0,0.0,24.0,7.0,17.0,0.0,,,0.0,0.0,0.49447,0.0,3.0,day,39.0,10.0,11.0,10.0,8.0,4.0,3.0,2.0,1.0,594.74351,6.0,0.0,0.0,0.0,56.0,3.0,37.0,42.40479192938209,,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,10.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,7.0,5.0
2021-04-22T11:40:59+00:00,2021-04-22T12:06:45+00:00,31.6976,1546,10.0,0.0,10.0,0.0,15.0,1.0,14.0,0.0,25.0,5.0,20.0,0.0,,,0.0,57.45648,0.384782,0.0,0.0,day,15.0,7.0,1.0,0.0,3.0,2.0,2.0,3.0,4.0,1323.464935,6.0,0.0,0.0,0.0,92.0,59.0,39.0,67.29680998613037,,0.0,6.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,39.0,29.0,31.0,10.0,6.0,2.0,1.0,0.0,0.0,6.0,5.0,3.0,5.0
2021-04-22T11:54:57+00:00,2021-04-22T12:08:40+00:00,10.2982,823,9.0,0.0,9.0,0.0,13.0,1.0,12.0,0.0,27.0,5.0,21.0,1.0,,,0.113649,0.113649,0.107535,0.0,0.0,day,10.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,108.52754,6.0,0.0,0.0,0.0,5.0,66.0,24.0,43.19021739130435,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,20.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0
2021-04-22T12:13:37+00:00,2021-04-22T12:37:33+00:00,31.6529,1436,13.0,0.0,13.0,0.0,29.0,3.0,26.0,0.0,22.0,3.0,19.0,0.0,,,0.0,16.644599,0.204397,0.0,3.0,day,47.0,11.0,11.0,11.0,10.0,5.0,4.0,3.0,3.0,1194.621724,4.0,0.0,0.0,0.0,109.0,130.0,44.0,62.61970828886517,,0.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,27.0,20.0,27.0,16.0,6.0,1.0,0.0,0.0,0.0,6.0,13.0,14.0,6.0
2021-04-22T12:42:15+00:00,2021-04-22T12:42:28+00:00,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T12:53:41+00:00,2021-04-22T12:55:22+00:00,0.282599,101,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,day,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.658532,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.89795918367347,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T13:02:21+00:00,2021-04-22T14:48:34+00:00,74.5229,6373,48.0,2.0,46.0,0.0,62.0,4.0,58.0,0.0,50.0,0.0,50.0,0.0,,,0.0,0.0,0.325626,0.0,22.0,day,163.0,49.0,64.0,43.0,20.0,14.0,11.0,2.0,9.0,6332.194832,32.0,0.0,0.0,0.0,21.0,23.0,157.0,40.761390762843796,,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,80.0,118.0,73.0,23.0,0.0,16.0,15.0,0.0,0.0,14.0,35.0,37.0,24.0
2021-04-22T13:16:30+00:00,2021-04-22T13:24:27+00:00,4.66127,477,12.0,1.0,11.0,0.0,7.0,1.0,6.0,0.0,9.0,0.0,9.0,0.0,,,0.0,0.0,0.098971,0.0,2.0,day,7.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,34.711438,2.0,0.0,0.0,0.0,81.0,12.0,26.0,29.458610846812558,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
2021-04-22T13:16:59+00:00,2021-04-22T13:32:18+00:00,11.1683,919,14.0,0.0,14.0,0.0,18.0,3.0,15.0,0.0,20.0,4.0,16.0,0.0,,,0.225599,0.225599,0.109286,0.0,4.0,day,62.0,9.0,15.0,12.0,9.0,10.0,8.0,5.0,3.0,172.271832,6.0,0.0,0.0,0.0,5.0,16.0,26.0,39.41396933560477,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,22.0,20.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,16.0,10.0
2021-04-22T13:28:07+00:00,2021-04-22T13:37:08+00:00,4.16433,541,7.0,0.0,7.0,0.0,9.0,1.0,8.0,0.0,14.0,2.0,12.0,0.0,,,0.0,0.0,0.100243,0.0,0.0,day,7.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,527.303955,7.0,0.0,0.0,0.0,60.0,7.0,24.0,27.15499533146592,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,26.0,18.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
2021-04-22T13:40:14+00:00,2021-04-22T13:43:48+00:00,1.72197,214,5.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,3.0,0.0,,,0.0,0.0,0.0,0.0,1.0,day,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,6.0,24.553571428571427,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
2021-04-22T14:16:17+00:00,2021-04-22T14:42:55+00:00,23.0337,1598,4.0,0.0,4.0,0.0,56.0,4.0,52.0,0.0,34.0,6.0,28.0,0.0,,,0.0,0.0,0.0,0.0,2.0,day,110.0,25.0,40.0,28.0,17.0,13.0,9.0,2.0,1.0,1595.103703,7.0,0.0,0.0,0.0,13.0,7.0,40.0,49.75247175141243,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,19.0,18.0,11.0,1.0,1.0,0.0,0.0,0.0,8.0,19.0,16.0,11.0
2021-04-22T16:12:47+00:00,2021-04-22T16:22:11+00:00,7.33618,564,2.0,0.0,2.0,0.0,12.0,0.0,12.0,0.0,13.0,1.0,12.0,0.0,,,0.0,0.0,0.0,0.0,1.0,day,33.0,9.0,11.0,9.0,6.0,5.0,1.0,1.0,0.0,150.34688,3.0,0.0,0.0,0.0,5.0,4.0,14.0,51.40814299900695,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,13.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,7.0,5.0
2021-04-22T16:25:23+00:00,2021-04-22T17:22:37+00:00,65.77,3434,4.0,0.0,4.0,0.0,67.0,1.0,66.0,0.0,34.0,3.0,31.0,0.0,,,0.0,5.303841,0.949235,0.0,3.0,day,82.0,14.0,18.0,22.0,13.0,6.0,6.0,8.0,9.0,3428.961436,12.0,0.0,0.0,0.0,18.0,18.0,64.0,59.94980927524593,,0.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,46.0,42.0,20.0,4.0,3.0,2.0,0.0,0.0,7.0,24.0,58.0,42.0
2021-04-22T16:50:35+00:00,2021-04-22T16:54:16+00:00,2.54166,221,6.0,0.0,6.0,0.0,8.0,2.0,6.0,0.0,9.0,3.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,day,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,44.7344,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-22T19:00:29+00:00,2021-04-22T19:04:28+00:00,0.0,239,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,dusk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.482926,2.0,0.0,0.0,0.0,2.0,32.0,13.0,42.832070707070706,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22T20:13:27+00:00,2021-04-22T20:55:46+00:00,49.38,2539,31.0,2.0,28.0,1.0,50.0,3.0,47.0,0.0,47.0,13.0,34.0,0.0,,,1.245926,29.846517,0.982401,0.0,0.0,night,193.0,30.0,61.0,50.0,26.0,19.0,18.0,13.0,6.0,2414.696532,10.0,2.0,0.0,0.0,27.0,12.0,0.0,60.05991902834008,,1.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,17.0,26.0,24.0,8.0,1.0,0.0,0.0,0.0,13.0,31.0,26.0,19.0
2021-06-23T10:56:05+00:00,2021-06-23T10:56:42+00:00,0.0112132,37,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,day,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2021-06-23T10:56:57+00:00,2021-06-23T10:57:07+00:00,0.0178015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01T11:16:48+00:00,2022-01-01T11:25:37+00:00,0.0,529,,,,,,,,,,,,,1,1,0.0,0.0,0.0,0.0,5.0,day,38.0,5.0,8.0,7.0,5.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,18.0,32.57443609022556,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01T14:41:53+00:00,2022-01-01T14:51:07+00:00,0.0,554,,,,,,,,,,,,,1,1,0.0,0.0,0.0,0.0,3.0,day,35.0,7.0,13.0,11.0,5.0,4.0,2.0,0.0,0.0,51.624982,4.0,0.0,0.0,0.0,10.0,7.0,20.0,27.49411764705882,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02T12:24:38+00:00,2022-01-02T12:34:25+00:00,0.0,587,,,,,,,,,,,,,1,1,0.0,0.0,0.108879,0.0,2.0,day,21.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,56.227619,2.0,0.0,0.0,0.0,2.0,6.0,10.0,41.48192771084337,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02T14:33:53+00:00,2022-01-02T14:44:02+00:00,0.0,609,,,,,,,,,,,,,1,1,0.0,0.0,0.0,0.0,1.0,day,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,115.307305,3.0,0.0,0.0,0.0,3.0,2.0,9.0,34.774674115456236,,,,,,,,,,,,,,,,,,,,,,,,
